Valor;Dt_Vcto;Dt_Pgto;Observação;Local_Pgto;ND;MES_ANO;SOMA?;Sequencial
421,29;15/09/2022;13/09/2022;Pago Itamar;INT;092;202209;VERDADEIRO;2152
1021,52;20/09/2022;19/09/2022;FEDERAL    - PERIODO DE APURAÇÃO: Agosto/2022;INT;124;202209;FALSO;2153
539;20/09/2022;19/09/2022;COMPETENCIA: 08/2022;INT;121;202209;FALSO;2154
302,44;20/09/2022;19/09/2022;IRRF APURACAO 31/08/2022;INT;125;202209;FALSO;2155
-650;17/09/2022;22/09/2022;26º Aluguel - Pix Inter 1.600,00;Int;129;202209;VERDADEIRO;2156
-500;17/09/2022;22/09/2022;16º Aluguel - Pix Inter 1.600,00;Int;137;202209;VERDADEIRO;2157
-450;17/09/2022;22/09/2022;7º Aluguel - Pix Inter 1.600,00;Int;139;202209;VERDADEIRO;2158
1500;05/10/2022;22/09/2022;Fatura Cartao Inter - Antecipacao;INT;042;202210;VERDADEIRO;2159
-1300;15/09/2022;20/09/2022;Pix R$ 1.370,00 = 1300+70,00;BRA;135;202209;VERDADEIRO;2160
-60;15/09/2022;20/09/2022;Pix R$ 1.360,00 = 1300+60,00;BRA;098;202209;VERDADEIRO;2161
86,39;27/09/2022;27/09/2022;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202209;VERDADEIRO;2162
1120;05/10/2022;03/10/2022;Pago no Inter;INT;138;202210;FALSO;2163
1406,47;05/10/2022;03/10/2022;Fatura Cartao Inter - Complemento;INT;042;202210;VERDADEIRO;2164
89,9;10/10/2022;03/10/2022;PAGO - INTER;INT;132;202210;VERDADEIRO;2165
268,06;11/07/2022;25/06/2023;PAGO com um ano de atraso;INT;123;202207;FALSO;1943
260,37;07/03/2022;07/03/2022;Fat do  mes NUBANK;INT;042;202203;VERDADEIRO;1944
89,9;10/03/2022;10/03/2022;Pago;BRA;132;202203;VERDADEIRO;1945
342,82;15/03/2022;07/03/2022;Condomínio CASA 52 -  PAGO VIA DDA:484;INT;038;202203;VERDADEIRO;1946
472,67;15/03/2022;07/03/2022;Condomínio + Sabesp - APARTAMENTO -  PAGO VIA DDA:485;BRA;049;202203;VERDADEIRO;1947
0;26/02/2022;26/02/2022;Entrega das chaves - Não deu sinal;;139;202202;VERDADEIRO;1948
500;07/01/2022;07/01/2022;Devolvido;BRA;128;202201;FALSO;1949
27,9;13/03/2022;13/03/2022;Não atingiu o mínimo;INT;045;202203;FALSO;1950
1350;15/03/2022;13/03/2022;Agendado no INTER;BRA;138;202203;FALSO;1952
413,82;15/03/2022;13/03/2022;Pago Itamar;INT;092;202203;VERDADEIRO;1953
150;03/03/2022;03/03/2022;Cintia pagou  Sonia - Diarista 150,00;ESP;055;202203;VERDADEIRO;1956
150;04/03/2022;04/03/2022;Cintia pagou  Sonia - Diarista 150,00;ESP;055;202203;VERDADEIRO;1957
150;09/03/2022;09/03/2022;Cintia pagou  Sonia - Diarista 150,00;ESP;055;202203;VERDADEIRO;1958
150;19/01/2022;19/01/2022;Cintia pagou  Sonia - Diarista 150,00;ESP;055;202201;VERDADEIRO;1959
150;26/01/2022;26/01/2022;Cintia pagou  Sonia - Diarista 150,00;ESP;055;202201;VERDADEIRO;1960
150;05/01/2022;05/01/2022;Cintia pagou  Sonia - Diarista 150,00;ESP;055;202201;VERDADEIRO;1961
-650;18/03/2022;18/03/2022;20º Aluguel - Pix Inter 1.600,00;Int;129;202203;VERDADEIRO;1962
-500;18/03/2022;17/03/2022;10 º Aluguel - Pix Inter 1.600,00;Int;137;202203;VERDADEIRO;1963
-450;18/03/2022;17/03/2022;1 º Aluguel - Pix Inter 1.600,00;Int;139;202203;VERDADEIRO;1964
-60;15/03/2022;14/03/2022;Pix R$ 1.360,00 = 1300+60,00;BRA;098;202203;VERDADEIRO;1965
-1300;05/03/2022;14/03/2022;Pix R$ 1.360,00 = 1300+60,00;BRA;135;202203;VERDADEIRO;1966
925,33;21/03/2022;21/03/2022;FEDERAL    - PERIODO DE APURAÇÃO: FEVEREIRO/2022 - LEITURA CODIGO DE BARRAS;INT;124;202203;FALSO;1967
204,16;18/03/2022;20/03/2022;IRRF APURACAO 28/02/2022 - Paguei direto no site do Bradesco;INT;125;202203;FALSO;1968
540,77;18/03/2022;21/03/2022;COMPETENCIA: 02/2022 - Pago com atraso;INT;121;202203;FALSO;1969
970;30/03/2022;28/03/2022;750 - Mensalidade + 220 Transporte - Documento: 483;INT;076;202203;VERDADEIRO;1970
1200;05/04/2022;03/04/2022;Pago no Inter;INT;138;202204;FALSO;1971
58,29;29/03/2022;29/03/2022;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202203;VERDADEIRO;1972
178,23;11/04/2022;11/04/2022;Eletropaulo - R4-CS52 - 100067063086 - DEBITOU BRADESCO 6597682;BRA;035;202204;VERDADEIRO;1973
117,06;22/02/2022;22/02/2022;PAGO JOHANA;INT;072;202202;FALSO;1974
77,14;13/04/2022;01/05/2022;Pago no Inter com Atraso / CADASTREI O PROXIMO DEBITO AUTOMATICO NO INTER;INT;045;202204;VERDADEIRO;1975
92,7;23/03/2022;23/03/2022;Johana pagou;INT;073;202203;FALSO;1976
30,2;23/03/2022;23/03/2022;Não atingiu o mínimo;INT;071;202203;FALSO;1977
65,99;01/04/2022;01/04/2022;Debitou Bradesco;BRA;070;202204;VERDADEIRO;1979
577,82;05/04/2022;04/04/2022;Fat do  mes NUBANK;INT;042;202204;VERDADEIRO;1980
89,9;10/04/2022;04/04/2022;PAGO - DDA INTER;INT;132;202204;VERDADEIRO;1981
342,82;15/04/2022;18/04/2022;Condomínio CASA 52 -  PAGO VIA DDA:INTER;INT;038;202204;VERDADEIRO;1982
445,39;15/04/2022;04/04/2022;Condomínio + Sabesp - APARTAMENTO -  PAGO VIA DDA INTER;INT;049;202204;VERDADEIRO;1983
146,99;05/04/2022;05/04/2022;18 Pagamento - Debitou automaticamente no Bradesco;BRA;131;202204;VERDADEIRO;1984
305,76;16/11/2021;05/04/2022;Multa 5A2115874 - Dt Inf 06/06/2020;BRA;102;202111;VERDADEIRO;1985
135,61;22/11/2021;05/04/2022;Multa 5A9120495 - Dt Inf 20/06/2020;BRA;102;202111;VERDADEIRO;1986
136,38;21/10/2021;05/04/2022;Multa 5B1450648 - Dt Inf 17/04/2021;BRA;102;202110;VERDADEIRO;1987
250;05/03/2023;22/02/2023;Perua 2/12 - Karoline - 7.ANO;INT;147;202303;VERDADEIRO;2355
-1365;10/02/2023;07/02/2023;7º Aluguel + Sabesp;BRA;140;202302;VERDADEIRO;2356
-650;17/02/2023;25/02/2023;31º Aluguel - Pix Inter 1.400,00;Int;129;202302;VERDADEIRO;2357
-500;17/02/2023;25/02/2023;21º Aluguel - Pix Inter 1.400,00;Int;137;202302;VERDADEIRO;2358
-250;18/02/2023;25/02/2023;12º Aluguel - Pix Inter 1.400,00;Int;139;202302;VERDADEIRO;2359
-200;18/02/2023;28/02/2023;12º Aluguel - Pix Inter 200,00 - Complemento;Int;139;202302;VERDADEIRO;2360
1645,57;05/03/2023;06/03/2023;Fatura mês;INT;042;202303;VERDADEIRO;2361
236,84;05/03/2023;06/03/2023;Fatura mês;INT;143;202303;VERDADEIRO;2362
1210;05/03/2023;06/03/2023;Pago no Inter;INT;138;202303;FALSO;2363
89,9;10/03/2023;06/03/2023;PAGO - INTER;INT;132;202303;VERDADEIRO;2364
458,63;15/03/2023;06/03/2023;Condomínio + Sabesp - APARTAMENTO -  PAGO;INT;049;202303;VERDADEIRO;2365
376,77;15/03/2023;06/03/2023;Condomínio CASA 52 -  PAGO VIA DDA INTER;INT;038;202303;VERDADEIRO;2366
110,6;05/03/2023;12/03/2023;Pago manualmente no INTER;INT;131;202303;VERDADEIRO;2367
68,77;01/03/2023;12/03/2023;Paguei manualmente no Inter;BRA;070;202303;VERDADEIRO;2368
-1365;10/03/2023;12/03/2023;8º Aluguel + Sabesp;BRA;140;202303;VERDADEIRO;2369
539;20/03/2023;12/03/2023;COMPETENCIA: 02/2023;INT;121;202303;FALSO;2370
302,44;20/03/2023;12/03/2023;IRRF APURACAO 28/02/2023;INT;125;202303;FALSO;2371
188,55;20/03/2023;12/03/2023;HONORARIOS CONTADOR - COMPETENCIA FEVEREIRO/2023;INT;122;202303;FALSO;2372
454,41;15/03/2023;12/03/2023;Pago Itamar;INT;092;202303;VERDADEIRO;2373
1024,58;20/03/2023;17/03/2023;FEDERAL    - PERIODO DE APURAÇÃO: Fevereiro/2023 - PIX;INT;124;202303;FALSO;2374
1251;30/03/2023;21/03/2023;Mensalidade 3/12 e Matricula 3/5 -> 1.112,00 + 139,00 = 1.251,00;INT;142;202303;VERDADEIRO;2375
250;05/04/2023;10/04/2023;Perua 3/12 - Karoline - 7.ANO;INT;147;202304;VERDADEIRO;2376
-60;15/03/2023;20/03/2023;Pix R$ 1.360,00 = 1300+60,00;BRA;098;202303;VERDADEIRO;2377
-1300;20/03/2023;20/03/2023;Pix R$ 1.360,00 = 1300+60,00;BRA;135;202303;VERDADEIRO;2378
-650;17/03/2023;25/03/2023;32º Aluguel - Pix Inter 1.000,00;Int;129;202303;VERDADEIRO;2379
-350;17/03/2023;25/03/2023;22º Aluguel - Pix Inter 1.000,00;Int;137;202303;VERDADEIRO;2380
69,09;01/04/2023;28/03/2023;Paguei manualmente no Inter;INT;070;202304;VERDADEIRO;2381
140,28;05/04/2023;27/03/2023;Pago manualmente no INTER;INT;131;202304;VERDADEIRO;2382
1210;05/04/2023;27/03/2023;Pago no Inter;INT;138;202304;FALSO;2383
2537,15;05/04/2023;27/03/2023;Fatura mês - Antecipacao;INT;042;202304;VERDADEIRO;2384
89,9;10/04/2023;28/03/2023;PAGO - INTER;INT;132;202304;VERDADEIRO;2385
46,84;13/03/2023;13/03/2023;Não atingiu o mínimo;INT;045;202303;FALSO;2386
64,17;23/03/2023;22/05/2023;Johana pagou;INT;073;202303;FALSO;2387
28,77;23/03/2023;23/03/2023;Não atingiu o mínimo;INT;071;202303;FALSO;2388
203,21;10/04/2023;10/04/2023;Eletropaulo - R4-CS52 -;INT;035;202304;VERDADEIRO;2389
-150;17/03/2023;26/03/2023;23º Aluguel - Pix Inter 600,00;Int;137;202303;VERDADEIRO;2391
-450;18/03/2023;26/03/2023;13º Aluguel - Pix Inter 600,00;Int;139;202303;VERDADEIRO;2392
67,93;03/04/2023;03/04/2023;Debitou Inter;INT;046;202304;VERDADEIRO;2393
-1375;10/04/2023;01/04/2023;9º Aluguel + Sabesp;BRA;140;202304;VERDADEIRO;2394
411,76;05/04/2023;04/04/2023;Fatura mês / Seguro Xterra;INT;144;202304;VERDADEIRO;2395
3236,44;05/04/2023;05/04/2023;Fatura mês;INT;143;202304;VERDADEIRO;2396
385,52;15/04/2023;10/04/2023;Condomínio CASA 52 -  PAGO VIA DDA INTER;INT;038;202304;VERDADEIRO;2397
539;20/04/2023;10/04/2023;COMPETENCIA: 03/2023;INT;121;202304;FALSO;2398
302,44;20/04/2023;10/04/2023;IRRF APURACAO 31/03/2023;INT;125;202304;FALSO;2399
162,75;20/04/2023;10/04/2023;HONORARIOS CONTADOR - COMPETENCIA MARCO/2023;INT;122;202304;FALSO;2400
1465,35;05/02/2022;05/02/2022;Fat do  mes NUBANK;INT;042;202202;VERDADEIRO;1918
89,9;10/02/2022;07/02/2022;Pago;BRA;132;202202;VERDADEIRO;1919
-1200;15/02/2022;10/02/2022;Pix R$ 1.339,72;BRA;117;202202;VERDADEIRO;1920
-139,72;15/02/2022;10/02/2022;Pix R$ 1.339,72;BRA;097;202202;VERDADEIRO;1921
177,46;20/02/2022;13/02/2022;IRRF APURACAO 31/01/2022;INT;125;202202;FALSO;1922
484;20/02/2022;13/02/2022;COMPETENCIA: 01/2022;INT;121;202202;FALSO;1923
152;20/02/2022;14/02/2022;HONORARIOS CONTADOR - COMPETENCIA JANEIRO/2022;INT;122;202202;FALSO;1924
314,29;10/01/2022;10/01/2022;Seguro 11/12 - Debita Nubank;NUB;136;202201;FALSO;1925
315,56;10/02/2022;10/02/2022;Seguro 12/12 - Debita Nubank;NUB;136;202202;FALSO;1926
163,7;21/02/2022;06/04/2022;Johana pagou;INT;073;202202;FALSO;1927
24,47;21/02/2022;21/02/2022;Não atingiu o mínimo;INT;071;202202;FALSO;1928
1350;15/02/2022;15/02/2022;Agendado no INTER;BRA;138;202202;FALSO;1929
-650;20/02/2022;18/02/2022;19º Aluguel - Pix Inter 1.150,00;Int;129;202202;VERDADEIRO;1930
-500;20/02/2022;18/02/2022;9 º Aluguel - Pix Inter 1.150,00;Int;137;202202;VERDADEIRO;1931
824,82;21/02/2022;20/02/2022;FEDERAL    - PERIODO DE APURAÇÃO: JANEIRO/2022 - PIX INTER;INT;124;202202;FALSO;1932
181,62;09/03/2022;09/03/2022;Eletropaulo - R4-CS52 - 100067063086 - DEBITOU BRADESCO 6597682;BRA;035;202203;VERDADEIRO;1933
66,33;25/02/2022;25/02/2022;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202202;VERDADEIRO;1934
58,29;07/03/2022;07/03/2022;Debitou Inter;INT;046;202203;VERDADEIRO;1935
123,32;24/03/2022;24/03/2022;PAGO JOHANA;INT;072;202203;FALSO;1936
1398,4;21/02/2022;21/02/2022;Seguro cota única - Apolice: 05.31.27824599 - Vigência: 25/02/2022 à 25/02/2023;BRA;102;202202;VERDADEIRO;1937
65,99;02/03/2022;02/03/2022;Debitou Bradesco;BRA;070;202203;VERDADEIRO;1938
146,99;07/03/2022;07/03/2022;17 Pagamento - Debitou automaticamente no Bradesco;BRA;131;202203;VERDADEIRO;1939
166,07;20/03/2022;12/04/2022;HONORARIOS CONTADOR - COMPETENCIA FEVEREIRO/2022 - PAGUEI COM ATRASO, POIS AGENDEI MAS INTER NÃO PAGOU;INT;122;202203;FALSO;1942
136,38;21/10/2021;05/04/2022;Multa 5B1464369 - Dt Inf 21/10/2021;BRA;136;202110;VERDADEIRO;1988
135,61;25/11/2021;05/04/2022;Multa 5B1530097 - Dt Inf 05/05/2021;BRA;136;202111;VERDADEIRO;1989
539;20/04/2022;12/04/2022;COMPETENCIA: 03/2022;INT;121;202204;FALSO;1991
302,44;20/04/2022;12/04/2022;IRRF APURACAO 31/03/2022;INT;125;202204;FALSO;1992
152;20/04/2022;12/04/2022;HONORARIOS CONTADOR - COMPETENCIA MARÇO/2022;INT;122;202204;FALSO;1993
-650;17/04/2022;18/04/2022;21º Aluguel - Pix Inter 1.600,00;Int;129;202204;VERDADEIRO;1994
-500;17/04/2022;18/04/2022;11º Aluguel - Pix Inter 1.600,00;Int;137;202204;VERDADEIRO;1995
-450;17/04/2022;18/04/2022;2º Aluguel - Pix Inter 1.600,00;Int;139;202204;VERDADEIRO;1996
60,22;04/04/2022;04/04/2022;Debitou Inter;INT;046;202204;VERDADEIRO;1997
928,11;20/04/2022;18/04/2022;FEDERAL    - PERIODO DE APURAÇÃO: Março/2022 - LEITURA CODIGO DE BARRAS;INT;124;202204;FALSO;1998
970;30/04/2022;18/04/2022;750 - Mensalidade + 220 Transporte;INT;076;202204;VERDADEIRO;1999
414,52;15/04/2022;12/04/2022;Pago Itamar;INT;092;202204;VERDADEIRO;2000
-121,56;15/03/2022;19/04/2022;Pix R$ 215,88;BRA;097;202203;VERDADEIRO;2001
-94,32;15/04/2022;19/04/2022;Pix R$ 215,88;BRA;097;202204;VERDADEIRO;2002
58,29;28/04/2022;28/04/2022;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202204;VERDADEIRO;2003
-1300;05/04/2022;20/04/2022;Pix R$ 1.360,00 = 1300+60,00;BRA;135;202204;VERDADEIRO;2004
-500;17/11/2022;25/11/2022;18º Aluguel - Pix Inter 1.000,00 + 600,00;Int;137;202211;VERDADEIRO;2226
-450;17/11/2022;25/11/2022;9º Aluguel - Pix Inter 1.000,00 + 600,00;Int;139;202211;VERDADEIRO;2227
74,86;24/11/2022;24/11/2022;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202211;VERDADEIRO;2228
300;17/11/2022;17/11/2022;Material;BRA;057;202211;VERDADEIRO;2229
300;28/11/2022;28/11/2022;Material;BRA;057;202211;VERDADEIRO;2230
137,23;05/12/2022;05/12/2022;Pago manualmente no INTER;BRA;131;202212;VERDADEIRO;2231
68,99;05/12/2022;05/12/2022;Paguei manualmente no Inter;BRA;070;202212;VERDADEIRO;2232
1120;05/12/2022;05/12/2022;Pago no Inter;INT;138;202212;FALSO;2233
89,9;10/12/2022;05/12/2022;PAGO - INTER;INT;132;202212;VERDADEIRO;2234
376,77;15/12/2022;05/12/2022;Condomínio CASA 52 -  PAGO 505;BRA;038;202212;VERDADEIRO;2235
449,47;15/12/2022;05/12/2022;Condomínio + Sabesp - APARTAMENTO -  PAGO 506;BRA;049;202212;VERDADEIRO;2236
-650;17/12/2022;15/12/2022;29º Aluguel - Pix Inter 1.000,00;Int;129;202212;VERDADEIRO;2237
-500;18/12/2022;15/12/2022;19º Aluguel - Pix Inter 1.000,00 + 600,00;Int;137;202212;VERDADEIRO;2238
-450;18/12/2022;15/12/2022;10º Aluguel - Pix Inter 1.600,00;Int;139;202212;VERDADEIRO;2239
-1300;10/11/2022;10/11/2022;4º Aluguel;BRA;140;202211;VERDADEIRO;2241
183,88;09/12/2022;09/12/2022;Eletropaulo - R4-CS52 - DEBITOU INTER;INT;035;202212;VERDADEIRO;2243
-1300;10/12/2022;13/12/2022;5º Aluguel;BRA;140;202212;VERDADEIRO;2244
-1300;15/11/2022;20/11/2022;Pix R$ 1.370,00 = 1300+70,00;BRA;135;202211;VERDADEIRO;2245
-70;15/11/2022;21/11/2022;Pix R$ 1.370,00 = 1300+70,00;BRA;098;202211;VERDADEIRO;2246
144,32;12/12/2022;12/12/2022;MUNICIPAL 1004 5A9806708 Venc: 10/01/2022 Dt Inf: 12/09/2020 144,32;BRA;102;202212;VERDADEIRO;2247
144,32;12/12/2022;12/12/2022;MUNICIPAL 1004 5B1547474  Venc: 10/01/2022 Dt Inf: 12/09/2020 144,32;BRA;102;202212;VERDADEIRO;2248
143,33;12/12/2022;12/12/2022;MUNICIPAL 1004 5A9856802  Venc: 21/02/2022 Dt Inf: 28/11/2020 143,33;BRA;102;202212;VERDADEIRO;2249
143,33;12/12/2022;12/12/2022;MUNICIPAL 1004 5A9858740  Venc: 21/02/2022 Dt Inf: 28/11/2020 143,33;BRA;102;202212;VERDADEIRO;2250
143,33;12/12/2022;12/12/2022;MUNICIPAL 1004 5A9864099  Venc: 21/02/2022 Dt Inf: 29/11/2020 143,33;BRA;102;202212;VERDADEIRO;2251
142,12;12/12/2022;12/12/2022;MUNICIPAL 1004 5B1883484  Venc: 02/03/2022 Dt Inf: 15/08/2021 142,12;BRA;102;202212;VERDADEIRO;2252
144,32;12/12/2022;12/12/2022;MUNICIPAL 1004 5B1803092 31/01/2022 23/07/2021 144,32;BRA;136;202212;VERDADEIRO;2253
139,7;12/12/2022;12/12/2022;MUNICIPAL 1004 5B2304167 02/05/2022 07/01/2022 139,70;BRA;136;202212;VERDADEIRO;2254
139,7;12/12/2022;12/12/2022;MUNICIPAL 1004 5B2323980 03/05/2022 16/01/2022 139,70;BRA;136;202212;VERDADEIRO;2255
139,7;12/12/2022;12/12/2022;MUNICIPAL 1004 5B2351023 09/05/2022 29/01/2022 139,70;BRA;136;202212;VERDADEIRO;2256
139,7;12/12/2022;12/12/2022;MUNICIPAL 1004 5B2362362 09/05/2022 05/02/2022 139,70;BRA;136;202212;VERDADEIRO;2257
137,03;12/12/2022;12/12/2022;MUNICIPAL 1004 5B2457640 21/07/2022 02/04/2022 137,03;BRA;136;202212;VERDADEIRO;2258
350,86;05/12/2022;05/12/2022;Prc Seguro Xterra que não debitou do Cartao Nubank;BRA;136;202212;VERDADEIRO;2259
1021,97;20/12/2022;18/12/2022;FEDERAL    - PERIODO DE APURAÇÃO: Novembro/2022 - PIX;INT;124;202212;FALSO;2260
302,44;20/12/2022;20/12/2022;IRRF APURACAO 30/11/2022;INT;125;202212;FALSO;2261
539;20/12/2022;19/12/2022;COMPETENCIA: 11/2022;INT;121;202212;FALSO;2262
228;20/12/2022;19/12/2022;HONORARIOS CONTADOR - COMPETENCIA NOVEMBRO/2022 + PRC 2 DO DEC TERCEIRO;INT;122;202212;FALSO;2263
454,81;15/12/2022;14/12/2022;Pago Itamar;INT;092;202212;VERDADEIRO;2265
25,95;13/12/2022;13/12/2022;Não atingiu o mínimo;INT;045;202212;FALSO;2266
79,57;23/11/2022;21/11/2022;Johana pagou;INT;073;202211;FALSO;2268
99,07;22/12/2022;08/01/2023;Johana pagou;INT;073;202212;FALSO;2269
-1200;15/01/2022;07/01/2022;Pix R$ 1.321,56;BRA;117;202201;VERDADEIRO;1864
-121,56;15/01/2022;07/01/2022;Pix R$ 1.321,56;BRA;097;202201;VERDADEIRO;1865
965,8;05/01/2022;05/01/2022;Fat do  mes NUBANK;INT;042;202201;VERDADEIRO;1866
89,9;10/01/2022;08/01/2022;13 DDA 477;BRA;132;202201;VERDADEIRO;1867
342,82;15/01/2022;08/01/2022;Condomínio CASA 52 - 478;INT;038;202201;VERDADEIRO;1868
472,45;15/01/2022;08/01/2022;Condomínio + Sabesp - APARTAMENTO -  PAGO VIA DDA:479;BRA;049;202201;VERDADEIRO;1869
-60;15/11/2021;19/11/2021;Pix R$ 1.360,00 = 1300+60,00;BRA;098;202111;VERDADEIRO;1870
-60;15/12/2021;20/12/2021;Pix R$ 1.360,00 = 1300+60,00;BRA;098;202112;VERDADEIRO;1871
-1300;05/12/2021;20/12/2021;Pix R$ 1.360,00 = 1300+60,00;BRA;135;202112;VERDADEIRO;1872
28,69;13/01/2021;13/01/2021;Não atingiu o mínimo;INT;045;202101;FALSO;1873
314,29;10/08/2021;10/08/2021;Seguro 6/12 - Debita Nubank;NUB;136;202108;FALSO;1874
314,29;10/09/2021;10/09/2021;Seguro 7/12 - Debita Nubank;NUB;136;202109;FALSO;1875
314,29;10/10/2021;10/10/2021;Seguro 8/12 - Debita Nubank;NUB;136;202110;FALSO;1876
314,29;10/11/2021;10/11/2021;Seguro 9/12 - Debita Nubank;NUB;136;202111;FALSO;1877
314,29;10/12/2021;10/12/2021;Seguro 10/12 - Debita Nubank;NUB;136;202112;FALSO;1878
1738,01;10/01/2022;10/01/2022;Licenciamento Onyx;BRA;102;202201;VERDADEIRO;1879
2070,27;10/01/2022;10/01/2022;Licenciamento;BRA;136;202201;VERDADEIRO;1880
1303,39;10/01/2022;10/01/2022;IPTU 2022;BRA;047;202201;VERDADEIRO;1881
671,64;10/01/2022;10/01/2022;IPTU 2022;INT;060;202201;VERDADEIRO;1882
415,12;15/01/2022;11/01/2022;Pago Itamar;INT;092;202201;VERDADEIRO;1883
200;30/09/2021;10/01/2022;Pago via DDA - Pago via PIX;BRA;076;202109;VERDADEIRO;1884
462;20/01/2022;16/01/2022;COMPETENCIA: 12/2021 - PIX INTER;INT;121;202201;FALSO;1885
236,36;20/01/2022;16/01/2022;IRRF APURACAO 31/12/2021;INT;125;202201;FALSO;1886
903,08;20/01/2022;16/01/2022;FEDERAL    - PERIODO DE APURAÇÃO: DEZEMBRO/2021;INT;124;202201;FALSO;1887
137,9;20/01/2022;16/01/2022;HONORARIOS CONTADOR - COMPETENCIA DEZEMBRO/2021;INT;122;202201;FALSO;1888
2482;30/01/2022;12/01/2022;Dividido em 6x no Nubank - Material 6.ano isabelle;BRA;076;202201;VERDADEIRO;1889
300;15/12/2021;15/12/2021;Cintia pagou  Sonia - Diarista 150,00 13 SALARIO;ESP;055;202112;VERDADEIRO;1890
150;12/01/2022;12/01/2022;Cintia pagou  Sonia - Diarista 150,00;ESP;055;202201;VERDADEIRO;1891
-650;20/01/2022;19/01/2022;18º Aluguel - Pix Inter 1.150,00;Int;129;202201;VERDADEIRO;1892
-500;20/01/2022;19/01/2022;8 º Aluguel - Pix Inter 1.150,00;Int;137;202201;VERDADEIRO;1893
65,99;01/02/2022;01/02/2022;Debitou Bradesco;BRA;070;202202;VERDADEIRO;1894
146,99;07/02/2022;07/02/2022;16 Pagamento - Debitou automaticamente no Bradesco;BRA;131;202202;VERDADEIRO;1895
-1300;05/01/2022;20/01/2022;Pix R$ 1.360,00 = 1300+60,00;BRA;135;202201;VERDADEIRO;1896
-60;15/01/2022;20/01/2022;Pix R$ 1.360,00 = 1300+60,00;BRA;098;202201;VERDADEIRO;1897
58,29;28/01/2022;28/01/2022;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202201;VERDADEIRO;1898
970;28/02/2022;20/02/2022;750 - Mensalidade + 220 Transporte - Documento: 483;BRA;076;202202;VERDADEIRO;1899
342,82;15/02/2022;31/01/2022;Condomínio CASA 52 -  PAGO VIA DDA:480;INT;038;202202;VERDADEIRO;1900
488,95;15/02/2022;31/01/2022;Condomínio + Sabesp - APARTAMENTO -  PAGO VIA DDA:481;BRA;049;202202;VERDADEIRO;1901
141,09;09/02/2022;09/02/2022;Eletropaulo - R4-CS52 - 100067063086 - DEBITOU BRADESCO 6597682;BRA;035;202202;VERDADEIRO;1902
58,29;02/02/2022;02/02/2022;Debitou Inter;INT;046;202202;VERDADEIRO;1903
125,71;10/01/2022;10/01/2022;PAGO JOHANA;INT;072;202201;FALSO;1904
28,69;13/01/2022;13/01/2022;Não atingiu o mínimo;INT;045;202201;FALSO;1905
109,34;13/02/2022;20/02/2022;Paguei em atraso no Inter;INT;045;202202;VERDADEIRO;1906
60,07;21/01/2022;21/01/2022;Sem valor;INT;073;202201;FALSO;1907
46,75;21/01/2022;09/02/2022;Não atingiu o mínimo;INT;071;202201;FALSO;1908
-103,4;15/11/2021;06/11/2021;Pix R$ 1.303,40;BRA;097;202111;VERDADEIRO;1810
180,35;11/11/2021;09/11/2021;Eletropaulo - R4-CS52 - 100067063086 - DEBITOU BRADESCO 6597682;BRA;035;202111;VERDADEIRO;1811
65,99;01/11/2021;01/11/2021;Debitou Bradesco;BRA;070;202111;VERDADEIRO;1812
1021,93;20/10/2021;29/10/2021;FEDERAL    - PERIODO DE APURAÇÃO: SETEMBRO/2021;INT;124;202110;FALSO;1813
171,73;20/10/2021;29/10/2021;IRRF APURACAO 30/09/2021;BRA;125;202110;FALSO;1815
526,69;20/10/2021;29/10/2021;COMPETENCIA: 09/2021;BRA;121;202110;FALSO;1816
0;03/10/2021;03/10/2021;Alteracao de nome Johana - Indevido;INT;045;202110;VERDADEIRO;1817
-650;17/11/2021;18/11/2021;16º Aluguel - Pix Inter 1.150,00;Int;129;202111;VERDADEIRO;1818
-500;17/11/2021;18/11/2021;6 º Aluguel - Pix Inter 1.150,00;Int;137;202111;VERDADEIRO;1819
923,04;20/11/2021;21/11/2021;FEDERAL    - PERIODO DE APURAÇÃO: OUTUBRO/2021 - PIX INTER;INT;124;202111;FALSO;1820
189,9;12/07/2021;12/07/2021;Vlr 189,90 p 6 meses = 31,65 por mês - VENC: daqui 6 meses;BRA;127;202107;VERDADEIRO;1909
189,9;16/01/2022;16/01/2022;Vlr 189,90 p 6 meses = 31,65 por mês - VENC: daqui 6 meses;BRA;127;202201;VERDADEIRO;1910
415,92;15/02/2022;13/02/2022;Pago Itamar;INT;092;202202;VERDADEIRO;1911
-1300;05/02/2022;20/02/2022;Pix R$ 1.360,00 = 1300+60,00;BRA;135;202202;VERDADEIRO;1912
-60;15/02/2022;20/02/2022;Pix R$ 1.360,00 = 1300+60,00;BRA;098;202202;VERDADEIRO;1913
150;02/02/2022;02/02/2022;Cintia pagou  Sonia - Diarista 150,00;ESP;055;202202;VERDADEIRO;1914
150;09/02/2022;09/02/2022;Cintia pagou  Sonia - Diarista 150,00;ESP;055;202202;VERDADEIRO;1915
